id,nev,tipus,kanonikus
1756,AI Competence Center munka,feladat,AI Competence Centerben végzett munka
1757,villamos mérnöki végzettség,elvaras,villamosmérnöki végzettség
1758,mechatronikai mérnöki végzettség,elvaras,mechatronikai mérnöki végzettség
1759,mérnök informatikus végzettség,elvaras,mérnökinformatikus végzettség
1760,angol nyelv magabiztos szintje,elvaras,angol nyelvtudás
1762,kamerarendszer szoftverek kezelése,feladat,kamerarendszer szoftverek kezelése
1763,"AI eszközök használata (Copilot, ChatGPT)",eszkoz,AI eszközök használata
1764,proaktív személyiség,soft,proaktivitás
1766,AI alapú megoldások fejlesztése,feladat,AI fejlesztés
1767,belső folyamatok rethinkálása,feladat,belső folyamatok újragondolása
1768,stratégiák és rendszerek fejlesztése,feladat,stratégiák és rendszerek fejlesztése
1769,mélyreható szakértelem,elvaras,mélyreható szakértelem
1770,haladó technikai készségek,elvaras,haladó technikai ismeretek
1772,AI-natív frontline operációk,feladat,AI-natív frontvonalbeli operációk
1773,composable alkalmazások fejlesztése,feladat,composable alkalmazások fejlesztése
1774,connected apps fejlesztése,feladat,connected alkalmazások fejlesztése
1775,LLM megoldások fejlesztése,feladat,LLM megoldások fejlesztése
1776,generatív AI megoldások fejlesztése,feladat,generatív AI
1777,agentic AI megoldások fejlesztése,feladat,agentic AI megoldások fejlesztése
1778,AI kutatás és fejlesztés,feladat,AI kutatás és fejlesztés
1779,valós problémák megoldása,soft,problémamegoldás
1780,innovációs gondolkodás,soft,innováció
1782,dinamikus munkakörnyezetben való munkavégzés,soft,alkalmazkodóképesség
1783,számlák és dokumentumok rögzítése,feladat,számlák és dokumentumok rögzítése
1787,adatrögzítésben szerzett tapasztalat,elvaras,Adatrögzítés
1789,dokumentumok kezelése,feladat,dokumentációkezelés
1791,olasz nyelvtudás,elvaras,olasz nyelvtudás
1792,service desk támogatás,feladat,service desk támogatás nyújtása
1793,technikai problémamegoldás,soft,technikai támogatás tapasztalat
1794,GDPR szabályozás ismerete,elvaras,GDPR ismeretek
1795,adatvédelmi területen szerzett tapasztalat,elvaras,adatvédelem
1796,MS Office rendszerek felhasználói szintű ismerete,elvaras,Microsoft Office
1797,jogi ismeretek,elvaras,jogi ismeretek
1799,service desk analitika,feladat,service desk analitika végzése
1809,titokvédelem,elvaras,titokvédelem
1810,ügykezelés,feladat,ügykezelés
1811,közigazgatási ismeretek,elvaras,közigazgatási ismeretek
1812,folyamatoptimalizálás,feladat,folyamatfejlesztés
1813,üzleti fejlesztés,feladat,üzleti fejlesztés
1828,polcok feltöltése,feladat,árufeltöltés
1829,előrendelések kezelése,feladat,előrendelések kezelése
1832,vásárlók magas szintű kiszolgálása,feladat,ügyfélszolgálat
1833,árukihelyezés és feltöltés,feladat,árufeltöltés és rendezés
1834,termékárak ellenőrzése,feladat,termékárak ellenőrzése
1835,árazás,feladat,árazás
1838,csemegepult kiszolgálása,feladat,csemegepult kiszolgálás
1844,számítógépes adatfeldolgozás,feladat,számítógépes adatfeldolgozás
1845,pontos megjelenés,soft,pontosság
1846,állóképesség,soft,állóképesség
1847,benzinkúti shop eladó feladatok,feladat,benzinkúti shop eladói feladatok
1850,rugalmasság,soft,rugalmasság
1851,"vásárlók udvarias, segítőkész kiszolgálása",feladat,ügyfélszolgálat
1854,emberekkel való foglalkozás,soft,ügyfélkezelés
1855,rendezettség,soft,rendezettség
1856,emberekkel való munka,soft,emberekkel való foglalkozás
1858,személyes igényesség,soft,igényesség
1859,kereskedelmi szemlélet,soft,kereskedelmi szemlélet
1860,műszakos munkavégzés,elvaras,műszakvállalás
1861,hétvégi munka vállalása,elvaras,hétvégi munkavégzés vállalása
1865,műszakos munkarend vállalása,elvaras,műszakvállalás
1867,rétes tészta nyújtás,feladat,rétestészta nyújtása
1868,sütés,feladat,sütés
1869,kávéfőzés,feladat,italok elkészítése
1872,mosogatás,feladat,mosogatás
1875,csapatmunkában való közreműködés,soft,csapatmunka
1878,személyes higiénia és igényesség,soft,személyes igényesség
1880,2 műszakos munkarend vállalása,elvaras,kétműszakos munkarend vállalása
1884,áruk átvétele és kihelyezése,feladat,áruátvétel és kihelyezés
1885,bolt rendezettségének fenntartása,feladat,bolt rendezettségének fenntartása
1895,fizetések lebonyolítása,feladat,fizetések lebonyolítása
1896,pénzkezelési készség,soft,pénzkezelési készség
1897,árueladás,feladat,értékesítés
1903,banki ismeretek,elvaras,banki ismeretek
1913,küldemények feldolgozása,feladat,küldeményfeldolgozás
1914,szállítmánykezelés,feladat,szállítmánykezelés
1917,svédasztalos reggeli elkészítése,feladat,reggeli ételek készítése
1918,svédasztalos vacsora elkészítése,feladat,svédasztalos vacsora elkészítése
1919,szakácsként vagy főzőasszonyként való munka,elvaras,szakácsi tapasztalat
1921,csapatmunkában való részvétel,soft,csapatmunka
1922,felszolgálói munka,feladat,felszolgálás
1923,éttermi választék ismerete,elvaras,éttermi kínálat ismerete
1924,ételajánlás,feladat,ételajánlás
1930,interperszonális készségek,soft,interperszonális készségek
1931,német nyelv,elvaras,német nyelvtudás
1933,call center munka,feladat,call center feladatok ellátása
1935,folyamatos tanulás,soft,folyamatos tanulás
1936,nyitottság,soft,nyitottság
1937,gépészeti karbantartás,feladat,gépészeti karbantartás
1938,gépek javítása,feladat,gépjavítás
1939,karbantartási munkafolyamatok,elvaras,karbantartási munkafolyamatok ismerete
1940,technikai diagnosztika,feladat,technikai diagnosztika
1941,alkalmazás üzemeltetése,feladat,alkalmazás üzemeltetése
1942,technológiai rendszerek kezelése,feladat,technológiai rendszerek kezelése
1953,4+ év QA/SDET tapasztalat,elvaras,QA/SDET tapasztalat
1956,építőipar szoftver ismerete,elvaras,építőipari szoftverek ismerete
1960,munkakörnyezet rendezettségének biztosítása,feladat,munkakörnyezet rendezettségének biztosítása
1963,közalkalmazotti jogviszony ismerete,elvaras,közalkalmazotti jogviszony ismerete
1964,étkeztetés szervezése,feladat,étkeztetés szervezése
1965,idősellátás,feladat,idősellátás
1967,alapanyag tisztítása és darabolása,feladat,alapanyag tisztítása és darabolása
1968,alapanyag minőségi és mennyiségi ellenőrzése,feladat,alapanyag minőségi és mennyiségi ellenőrzése
1969,alapanyag tárolása,feladat,alapanyag tárolása
1971,utasítások követése,soft,utasítások követése
1972,commis chef szint,elvaras,commis chef szint
1974,gasztronómiai ismeretek,elvaras,gasztronómiai ismeretek
1975,magas szintű ügyfélszolgálat,soft,ügyfélszolgálati készségek
1976,minőségtudat,soft,minőségtudatosság
1977,eseményszervezésben való közreműködés,feladat,eseményszervezésben való közreműködés
1978,lengyel nyelv,elvaras,lengyel nyelvtudás
1980,ügyfélszolgálati támogatás nyújtása,feladat,ügyfélszolgálati támogatás nyújtása
1982,e-mail kezelés,feladat,e-mail kezelés
1984,türelmesség,soft,türelmesség
1985,bejövő hívások kezelése,feladat,bejövő hívások kezelése
1986,információnyújtás,feladat,információnyújtás
1990,telefonos operátori munka,feladat,telefonkezelés
1993,gyors reagálás,soft,gyors reagálás
1995,recepciós munka,feladat,recepciós feladatok
1999,adminisztratív feladatok,feladat,Adminisztratív feladatok
2000,postázás,feladat,postázás
2001,szállítókezelés,feladat,szállítókezelés
2002,1 év asszisztensi/recepciós/adminisztratív tapasztalat,elvaras,asszisztensi/recepciós/adminisztratív tapasztalat
2003,rendszervezés,soft,rendszerezési képesség
2004,email kezelése,feladat,e-mail kommunikáció
2005,telefonkezelés,feladat,telefonkezelés
2013,érettségi bizonyítvány,elvaras,érettségi bizonyítvány
2016,büntetlen előélet,elvaras,büntetlen előélet
2017,Word kezelése,eszkoz,Word ismeret
2018,Excel kezelése,eszkoz,Excel
2019,Outlook kezelése,eszkoz,Outlook ismeret
2023,adatok vezetése és aktualizálása,feladat,adatok vezetése és aktualizálása
2024,dokumentációkezelés,feladat,dokumentációkezelés
2026,számlafeldolgozás,feladat,számlafeldolgozás
2029,számítógépes ismeretek,elvaras,számítógépes ismeretek
2030,adatrögzítő képzettség,elvaras,Adatrögzítés
2031,könyvelő képzettség,elvaras,könyvelő képzettség
2032,pénzügyi-számviteli képzettség,elvaras,pénzügyi-számviteli képzettség
2033,bérszámfejtési adatok előkészítése,feladat,bérszámfejtési adatok előkészítése
2034,bérszámfejtési adatok ellenőrzése,feladat,bérszámfejtési adatok ellenőrzése
2035,adatkezelés és módosítások,feladat,adatkezelés és módosítások
2036,tömeges adatfeltöltés,feladat,tömeges adatfeltöltés
2037,munkaidő-nyilvántartás kezelése,feladat,munkaidő-nyilvántartás kezelése
2039,havi bérszámfejtés,feladat,havi bérszámfejtés
2040,hóközi bérszámfejtés,feladat,hóközi bérszámfejtés
2041,bérszámfejtési folyamat koordinálása,feladat,bérszámfejtési folyamat koordinálása
2042,bérelőlegek kezelése,feladat,bérelőlegek kezelése
2043,levonások kezelése,feladat,levonások kezelése
2044,ügyfélfogadás,feladat,ügyfélfogadás
2045,gazdasági/számviteli végzettség,elvaras,gazdasági/számviteli végzettség
2046,főkönyvi könyvelés,feladat,főkönyvi könyvelés
2047,3-5 év tapasztalat,elvaras,szakmai tapasztalat
2048,magyar számviteli törvény ismerete,elvaras,magyar számviteli törvény ismerete
2049,IFRS ismerete,elvaras,IFRS ismeret
2050,mérlegképes könyvelői képesítés,elvaras,mérlegképes könyvelői képesítés
2052,"Excel (Pivot táblák, összetett függvények)",eszkoz,"Excel (pivot táblák, összetett függvények)"
2054,villamos szerelés,feladat,villamos szerelés
2055,érintésvédelmi ellenőrzések végzése,feladat,érintésvédelmi ellenőrzések végzése
2056,villanyszerelő szakirányú végzettség,elvaras,villanyszerelő szakirányú végzettség
2057,villamos elosztóhálózat ismerete,elvaras,villamos elosztóhálózat ismerete
2058,villámvédelmi felülvizsgálat,feladat,villámvédelmi felülvizsgálat végzése
2059,villamos karbantartás,feladat,villamos karbantartás
2060,villamos javítás,feladat,villamos javítás
2061,termelőberendezések fejlesztése,feladat,termelőberendezések fejlesztése
2063,villamosipari technikusi végzettség,elvaras,villamosipari technikusi végzettség
2064,legalább 3 év karbantartási tapasztalat termelőüzemi környezetben,elvaras,termelőüzemi karbantartási tapasztalat
2065,villamos kapcsolási rajzok olvasása,elvaras,villamos kapcsolási rajzok olvasása
2069,karbantartási munkák,feladat,karbantartási munkák végzése
2070,húsipari üzemi környezet ismerete,elvaras,húsipari üzemi környezet ismerete
2071,hosszú távú munkavégzésre való alkalmasság,elvaras,hosszú távú munkavégzésre való alkalmasság
2073,gyártósori berendezések üzemeltetése,feladat,gyártósori berendezések üzemeltetése
2074,gyártósori berendezések karbantartása,feladat,gyártósori berendezések karbantartása
2075,autóipari gyártási folyamatok ismerete,elvaras,autóipari ismeretek
2076,ipari mosodai gépek karbantartása,feladat,ipari mosodai gépek karbantartása
2077,vegytisztító gépek szervizelése,feladat,vegytisztító gépek szervizelése
2078,kulcsmásológépek mechanikus javítása,feladat,kulcsmásológépek mechanikus javítása
2079,varrógépek beállítása és javítása,feladat,varrógépek beállítása és javítása
2080,finisherek mechanikus javítása,feladat,finisherek mechanikus javítása
2081,gépészeti ismeretek,elvaras,gépészeti ismeretek
2082,termelő gépek karbantartása,feladat,termelőgépek karbantartása
2083,karbantartási dokumentálás,feladat,karbantartási dokumentáció
2084,tervezett karbantartási feladatok végrehajtása,feladat,terv szerinti karbantartás
2085,munkautasítások követése,soft,munkautasítások betartása
2086,gyártóüzemi szerszámok tervszerű karbantartása,feladat,gyártósori berendezések karbantartása
2087,szerszámok javítása,feladat,szerszámjavítás
2088,hibaokok megállapítása,feladat,hibaelhárítás
2089,javítási protokoll meghatározása,feladat,javítási protokollok meghatározása
2090,új projektek bevezetésében való közreműködés,feladat,projektbevezetésben való részvétel
2091,termelési területen található gépek karbantartása,feladat,termelő gépek karbantartása
2092,napi karbantartási feladatok elvégzése,feladat,karbantartási feladatok ellátása
2093,tervezett karbantartási feladatok elvégzése,feladat,terv szerinti karbantartás
2094,mechanikus karbantartási tapasztalat,elvaras,mechanikus karbantartási tapasztalat
2095,termelőberendezések üzembiztos működésének biztosítása,feladat,termelőberendezések üzembiztos működésének biztosítása
2096,napi meghibásodások elhárítása,feladat,meghibásodások elhárítása
2098,ipari környezetben való munkavégzés,elvaras,ipari környezetben szerzett tapasztalat
2099,épületgépészeti rendszerek kezelése,feladat,épületgépészeti rendszerek kezelése
2100,elektromos rendszerek ellenőrzése,feladat,elektromos rendszerek ellenőrzése
2101,épület elektromos berendezéseinek javítása,feladat,épület elektromos berendezéseinek javítása
2102,mechanikus és elektromos rendszerek karbantartása,feladat,mechanikus és elektromos rendszerek karbantartása
2103,épületfelügyeleti rendszer kezelése,feladat,épületfelügyeleti rendszer kezelése
2104,shift munkarend vállalása,elvaras,több műszakos munkarend vállalása
2107,ágyások locsolása,feladat,ágyások locsolása
2108,dézsák locsolása,feladat,dézsák locsolása
2110,E kategóriás jogosítvány,elvaras,e kategóriás jogosítvány
2111,24 tonnás jármű vezetése,feladat,24 tonnás jármű vezetése
2116,szakápolási ismeretek,elvaras,szakápolási ismeretek
2121,diabetológiai ismeretek,elvaras,diabetológiai ismeretek
2122,kerekesszék kezelése,feladat,kerekesszék kezelése
2123,endokrinológiai betegségek ismerete,elvaras,endokrinológiai betegségek ismerete
2126,neurológiai betegségek ismerete,elvaras,neurológiai betegségek ismerete
2128,rollátor kezelése,feladat,rollátor kezelése
2131,demencia kezelése,elvaras,demencia kezelési ismeretek
2132,mobilitás támogatása,feladat,mobilitás támogatása
2133,pszichológiai ismeretek,elvaras,pszichológiai ismeretek
2137,költségelszámolások rögzítése,feladat,költségelszámolások rögzítése
2138,számla adatok feldolgozása,feladat,számlafeldolgozás
2142,cseh nyelv,elvaras,cseh nyelvtudás
2143,IT támogatás nyújtása,feladat,it támogatás nyújtása
2144,felhasználói problémák megoldása,feladat,felhasználói problémák megoldása
2147,proaktivitás,soft,proaktivitás
2148,problémamegoldó gondolkodás,soft,problémamegoldó képesség
2152,terméktudás,elvaras,termékismeret
2158,terméktudás (bioproduktumok),elvaras,terméktudás (biotermékek)
2164,bankszakmai ismeretek,elvaras,bankszakmai ismeretek
2169,öregségi nyugdíj jogosultság,elvaras,öregségi nyugdíj jogosultság
2172,raktári munkavégzés,feladat,raktári feladatok
2173,árukészlet kezelése,feladat,árukészlet-kezelés
2178,konyhai higiénia és HACCP,elvaras,konyhai higiénia és HACCP ismeretek
2179,étlapkészítés,feladat,étlapkészítés
2181,szakács képzettség,elvaras,szakács végzettség
2183,konyhai műveletek,feladat,konyhai műveletek végzése
2187,élelmiszer-kezelés és higiénia,feladat,élelmiszer-kezelés és higiénia betartása
2188,minőségellenőrzés,feladat,minőségellenőrzés
2189,szenior szakácsok utasításainak követése,soft,utasítások követése
2191,pultos/felszolgálói tapasztalat,elvaras,pultos és felszolgálói tapasztalat
2197,igényes megjelenés,elvaras,igényes megjelenés
2200,emberközpontúság,soft,emberközpontúság
2202,nyüzsgő környezetben való munkavégzés,soft,nyüzsgő környezetben való munkavégzés
2203,szlovák nyelv,elvaras,szlovák nyelvtudás
2204,magyar nyelv,elvaras,magyar nyelvtudás
2208,időgazdálkodás,soft,időgazdálkodás
2211,beléptetőrendszer kezelése,feladat,beléptetőrendszer kezelése
2213,email kezelés,feladat,e-mail kezelés
2215,postai ügyintézés,feladat,postai ügyintézés
2216,iratmegsemmisítési feladatok,feladat,iratmegsemmisítés
2217,beszerzéskoordináció,feladat,beszerzéskoordináció
2219,munkavédelmi oktatás megtartása,feladat,munkavédelmi oktatás tartása
2220,tűzvédelmi oktatás megtartása,feladat,tűzvédelmi oktatás tartása
2222,vendégek szobához kísérése,feladat,vendégek szobához kísérése
2223,információ átadása,feladat,információátadás
2224,programajánlás,feladat,programajánlás
2225,taxi rendelés,feladat,taxi rendelés
2226,dokumentum scannelés,feladat,dokumentumok szkennelése
2228,aktív vagy passzív hallgatói jogviszony,elvaras,aktív vagy passzív hallgatói jogviszony
2229,18. életév betöltése,elvaras,18. életév betöltése
2230,foglalások összehangolása,feladat,foglalások koordinálása
2234,takarítás és rendezettség fenntartása,feladat,takarítás és rendezettség fenntartása
2235,vendégelégedettség biztosítása,feladat,vendégelégedettség biztosítása
2237,adózási ismeretek,elvaras,adózási ismeretek
2238,pénzügyi elemzés,feladat,pénzügyi elemzés
2239,adóbevallások készítése,feladat,adóbevallások készítése
2241,pénzügy-számviteli végzettség,elvaras,pénzügy-számviteli végzettség
2242,számviteli tudás,elvaras,számviteli tudás
2244,havi és éves zárási feladatok,feladat,havi és éves zárási feladatok ellátása
2248,bérszámfejtési tapasztalat,elvaras,bérszámfejtési tapasztalat
2250,eseti karbantartás,feladat,eseti karbantartás
2251,tervezett karbantartás,feladat,tervezett karbantartás
2254,gyártási környezet ismerete,elvaras,gyártási környezet ismerete
2256,műszerészet,elvaras,műszerészet
2257,automata berendezések karbantartása,feladat,automata berendezések karbantartása
2258,félautomata berendezések karbantartása,feladat,félautomata berendezések karbantartása
2259,berendezések üzemeltetése,feladat,berendezések üzemeltetése
2262,hidraulikus rendszerek karbantartása,feladat,hidraulikus rendszerek karbantartása
2263,robotos vizesvágó karbantartása,feladat,robotizált vizesvágó karbantartása
2264,mechanikus rendszerek ismerete,elvaras,mechanikus rendszerek ismerete
2265,CNC megmunkáló gépek karbantartása,feladat,CNC megmunkáló gépek karbantartása
2266,szikraforgácsoló gépek karbantartása,feladat,szikraforgácsoló gépek karbantartása
2267,automata hegesztőgépek karbantartása,feladat,automata hegesztőgépek karbantartása
2268,megelőző karbantartás,feladat,megelőző karbantartás
2270,gépek javítása és felújítása,feladat,gépek javítása és felújítása
2273,gépkezelési tapasztalat,elvaras,gépkezelési tapasztalat
2275,öntőgépek kezelése,feladat,öntőgépek kezelése
2276,gépek folyamatos felügyelete,feladat,gépek folyamatos felügyelete
2277,alumínium feldolgozás,elvaras,alumínium feldolgozás
2278,autóipari alkatrészgyártás,iparag,autóipari alkatrészgyártás
2279,hosszú távú munkavégzés,elvaras,hosszú távú munkavégzés
2280,CE jogosítvány,elvaras,CE jogosítvány
2282,gépkocsivezetés,feladat,gépkocsivezetés
2283,tehergépjármű kezelése,feladat,tehergépjármű kezelése
2287,szakápolási feladatok,feladat,szakápolási feladatok
2288,ápolási terv készítése és alkalmazása,feladat,ápolási terv készítése és alkalmazása
2289,betegek szükségleteinek felmérése,feladat,betegek szükségleteinek felmérése
2291,neurológiai és stroke betegek ápolása,elvaras,neurológiai és stroke betegek ápolása
2293,időskori demencia kezelése,elvaras,időskori demencia kezelése
2294,mentális betegségek ápolása,elvaras,mentális betegségek ápolása
2295,rollátor használatában nyújtott segítség,feladat,rollátor használatában nyújtott segítség
2305,járásban nyújtott segítség,feladat,járásban nyújtott segítség
2308,mozgási nehézségek kezelése,elvaras,mozgási nehézségek kezelése
2309,kerekesszék kezelésében nyújtott segítség,feladat,kerekesszék kezelésében nyújtott segítség
2310,mobilizáció,feladat,mobilizáció
2313,Parkinson-kór kezelése,elvaras,Parkinson-kór kezelése
2314,idegrendszeri betegségek ápolása,elvaras,idegrendszeri betegségek ápolása
2318,Selenium,eszkoz,Selenium
2325,mesterséges intelligencia technológiák alkalmazása,feladat,mesterséges intelligencia technológiák alkalmazása
2326,3 év automatizált tesztelési tapasztalat,elvaras,automatizált tesztelési tapasztalat
2328,back-end fejlesztés,feladat,back-end fejlesztés
2329,szoftvertervezés,feladat,szoftvertervezés
2332,SAP,eszkoz,SAP
2333,ABAP,eszkoz,ABAP
2335,külső konzulensekkel való együttműködés,soft,külső konzulensekkel való együttműködés
2336,hosszú távú projektmunka,feladat,hosszú távú projektmunka
2340,multi-cloud megoldások fejlesztése,feladat,multi-cloud megoldások fejlesztése
2342,adatbázis-kezelés,elvaras,adatbázis-kezelés
2343,agentic AI alapú megoldások architektúrája,elvaras,agentic AI alapú megoldások architektúrája
2344,end-to-end rendszertervezés,elvaras,end-to-end rendszertervezés
2345,governance szemlélet,elvaras,governance szemlélet
2346,informatikai vagy mérnöki felsőfokú végzettség,elvaras,informatikai vagy mérnöki felsőfokú végzettség
2347,vállalati megoldások vezetése,feladat,vállalati megoldások vezetése
2348,csapatvezetés,soft,csapatvezetés
2351,irodai munka,feladat,irodai munka
2353,16 év feletti életkor,elvaras,16 év feletti életkor
2355,spanyol nyelv,elvaras,spanyol nyelvtudás
2356,portugál nyelv,elvaras,portugál nyelvtudás
2359,felhasználói támogatás,feladat,felhasználói támogatás
2365,automatizáció,feladat,automatizálás
2366,pénzügyi ismeretek,elvaras,pénzügyi ismeretek
2368,áruk mozgatása,feladat,árumozgatás
2381,raktári igénylések összekészítése,feladat,raktári igénylések összekészítése
2383,raktárkezelés,feladat,raktárkezelés
2384,előírások betartása,soft,előírások betartása
2391,szakács tapasztalat,elvaras,szakácsi tapasztalat
2394,szezonális munkavégzés,elvaras,szezonális munkavégzés
2396,kávékészítés,feladat,kávékészítés
2401,munkahelyi higiénia és rendtartás,feladat,munkahelyi higiénia és rendtartás
2412,ügyfélközpontúság,soft,ügyfélközpontúság
2413,ügyfélszolgálati munka,feladat,ügyfélszolgálati munka
2414,gépjárműüveg-javítás,elvaras,gépjárműüveg-javítás
2415,gépjárműüveg-csere,elvaras,gépjárműüveg-csere
2416,szerviz területen végzett munka,feladat,szerviztevékenység
2420,számlázás és iktatás,feladat,számlázás és iktatás
2422,pénzügyi és logisztikai ismeretek,elvaras,pénzügyi és logisztikai ismeretek
2423,vendégbejelentkeztetés,feladat,vendégbejelentkeztetés
2427,professzionalizmus,soft,professzionalizmus
2428,műszakváltás során feladatátadás,feladat,műszakváltás során feladatátadás
2429,iskolai adminisztráció,feladat,iskolai adminisztráció
2430,oktatásszervezés,feladat,oktatásszervezés
2431,szakgimnáziumi és technikumi oktatás ismerete,elvaras,szakgimnáziumi és technikumi oktatás ismerete
2434,vendégkifizetés feldolgozása,feladat,vendégkifizetés feldolgozása
2435,vendégkiszállítás,feladat,vendégkiszállítás
2437,éjszakás munka,elvaras,éjszakás munka
2438,motiváció,soft,motiváció
2439,elkötelezettség,soft,elkötelezettség
2440,munkaügyi dokumentáció vezetése,feladat,munkaügyi dokumentáció vezetése
2447,bejövő számlák rögzítése,feladat,bejövő számlák rögzítése
2448,számviteli nyilvántartás,feladat,számviteli nyilvántartás vezetése
2449,1 év felett szakmai tapasztalat,elvaras,legalább 1 év szakmai tapasztalat
2454,gépkezelés,feladat,gépkezelés
2455,gyártóüzemi szerszámok karbantartása,feladat,gyártóüzemi szerszámok karbantartása
2457,hibaokok diagnosztizálása,feladat,hibaokok diagnosztizálása
2459,mechanikai ismeretek,elvaras,mechanikai ismeretek
2460,projektbevezetés támogatása,feladat,projektbevezetés támogatása
2462,CNC maróozás,feladat,CNC marózás
2464,CNC gépbeállítás,feladat,CNC gép beállítása
2466,hagyományos esztergályozás,feladat,hagyományos esztergályozás
2467,hagyományos maróozás,feladat,hagyományos marózás
2468,szerszámgép-szerelés,feladat,szerszámgép-szerelés
2469,C-E kategóriás jogosítvány,elvaras,C+E kategóriás jogosítvány
2471,40 tonnás szerelvény vezetése,feladat,40 tonnás szerelvény vezetése
2472,közúti szállítás,feladat,közúti szállítás
2475,ponyvás nyerges szerelvény vezetése,feladat,ponyvás nyerges szerelvény vezetése
2477,szerelvénygazda rendszer ismerete,elvaras,szerelvénygazda rendszer ismerete
2479,felelősségtudat,soft,felelősségtudat
2489,gyors reagálóképesség,soft,gyors reagálóképesség
2490,alapápolói feladatok ellátása,feladat,alapápolói feladatok ellátása
2491,szakápolói feladatok ellátása,feladat,szakápolói feladatok ellátása
2495,ápoló végzettség,elvaras,ápoló végzettség
2497,demencia/Alzheimer-betegek ellátása,feladat,demencia/Alzheimer-betegek ellátása
2499,mobilitási segédeszközök kezelése (rollátor),eszkoz,mobilitási segédeszközök kezelése
2502,SAP ABAP programozás,eszkoz,SAP ABAP programozás
2503,SAP rendszer ismerete,eszkoz,SAP rendszer ismerete
2504,szoftfejlesztés,feladat,szoftverfejlesztés
2505,külső partnerekkel való együttműködés,soft,külső partnerekkel való együttműködés
2506,AI infrastruktúra fejlesztése,feladat,AI infrastruktúra fejlesztése
2507,startup alapítás és vezetés,feladat,startup alapítás és vezetés
2508,mérnöki csapat irányítása,feladat,mérnöki csapat irányítása
2509,első alkalommal alapító tapasztalat,elvaras,első alkalommal alapító tapasztalat
2510,személyes fejlődés és tanulási képesség,soft,személyes fejlődés és tanulási képesség
2511,vállalkozói gondolkodás,soft,vállalkozói gondolkodásmód
2512,AI megoldások implementálása,feladat,AI megoldások implementálása
2513,belső folyamatok és stratégiák fejlesztése,feladat,belső folyamatok és stratégiák fejlesztése
2514,korai karrierfázis tapasztalat,elvaras,korai karrierfázisban szerzett tapasztalat
2515,technikai fluencia,elvaras,technikai fluencia
2516,mély szakterület-specifikus szakértelem,elvaras,mély szakterület-specifikus szakértelem
2518,forgácsolástechnológia,elvaras,forgácsolástechnológiai ismeretek
2519,lemeztechnológia,elvaras,lemeztechnológiai ismeretek
2522,tárgyalásvezetés,soft,tárgyalásvezetés
2524,értékesítési terv készítése,feladat,értékesítési terv készítése
2525,partnerkapcsolat-menedzselés,feladat,partnerkapcsolat-menedzselés
2526,új piacok feltérképezése,feladat,új piacok feltérképezése
2534,takarítás és rendtartás,feladat,takarítás és rendtartás
2536,pékségtermékek ismerete,elvaras,pékségtermékek ismerete
2541,vevőbiztos szemlélet,soft,ügyfélközpontú szemlélet
2549,szakképzettség vagy gyakorlat,elvaras,releváns szakképzettség vagy gyakorlat
2550,szakiskola végzettség,elvaras,szakiskolai végzettség
2561,dohánytermékek árusítása,feladat,dohánytermékek árusítása
2563,terminál kezelése,feladat,terminál kezelése
2567,autóalkatrész értékesítése,feladat,autóalkatrész értékesítés
2570,üzleti lehetőségek felkutatása,feladat,üzleti lehetőségek felkutatása
2571,értékesítési stratégia alkotása,feladat,értékesítési stratégia alkotása
2572,üzleti terv készítés,feladat,üzleti terv készítése
2574,műszaki egyeztetések koordinálása,feladat,műszaki egyeztetések koordinálása
2576,angol nyelvtudás felsőfokú szinten,elvaras,felsőfokú angol nyelvtudás
2577,szünetmentes áramellátás ismerete,elvaras,szünetmentes áramellátás ismerete
2581,számlázó program kezelése,elvaras,számlázóprogram kezelése
2591,ápolt megjelenés,soft,ápolt megjelenés
2592,műszaki beállottság,elvaras,műszaki beállítottság
2593,LED termékek ismerete,elvaras,LED termékek ismerete
2594,finommechanikai műszerész végzettség,elvaras,finommechanikai műszerész végzettség
2600,pénztárgép program ismeret,elvaras,pénztárgép program ismerete
2601,eladói feladatok ellátása,feladat,eladói feladatok ellátása
2603,vásárlók fogadása,feladat,vásárlók fogadása
2605,pékáruk elkészítése,feladat,pékáruk elkészítése
2607,eladói végzettség,elvaras,eladói végzettség
2608,kereskedői végzettség,elvaras,kereskedelmi végzettség
2609,csemegepulti munkavégzés,feladat,csemegepult kiszolgálás
2610,pénztár kezelése,feladat,pénztárgép kezelés
2612,2-5 év gyakorlat,elvaras,2-5 év szakmai tapasztalat
2613,vásárlók kedves kiszolgálása,soft,udvarias vásárlókiszolgálás
2614,gyors kiszolgálás,soft,gyorsaság
2621,élelmiszer-kereskedelemben szerzett gyakorlat,elvaras,élelmiszer-kereskedelmi tapasztalat
2624,csemegepulti vásárlók kiszolgálása,feladat,csemegepult kiszolgálás
2626,dekoráció,feladat,dekoráció rendezés
2627,ruházati bolti eladói munka,feladat,ruházati termékek értékesítése
2630,lelkesség,soft,lelkesedés
2635,bolti eladói tapasztalat,elvaras,bolti eladói tapasztalat
2641,váltott műszakban való munka,soft,váltott műszak vállalása
2643,áruforgalomhoz kapcsolódó feladatok,feladat,áruforgalmi feladatok ellátása
2644,szakmunkásképző végzettség,elvaras,szakmunkás végzettség
2646,termékek értékesítése,feladat,termékértékesítés
2649,bolt rendben tartása,feladat,üzlet rendben tartása
